,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
14531,147.32.84.160-212.117.171.138-4232-65500-6,147.32.84.160,4232,212.117.171.138,65500,TCP,15/08/2011 06:52:53 PM,51556170,45,26,1794.0,1376.0,422.0,0.0,39.86666666666667,94.29706444866862,1175.0,0.0,52.92307692307692,229.1457044025784,61.48633616500217,1.3771387595315945,736516.7142857144,3805283.2971847705,29977282.0,5.0,51556170.0,1171731.1363636362,4771969.0508000245,29999496.0,5.0,21556153.0,862246.1199999999,2300342.9305878016,9906229.0,10295.0,0,0,0,0,916,528,0.8728344250552359,0.5043043344763585,0.0,1175.0,44.02777777777778,155.13347022394805,24066.393583724577,1,3,0,39,69,0,0,0,0.0,44.647887323943664,39.86666666666667,52.92307692307692,0,0,0,3014,32,1200,0,25,0,19,64240,7504,26,20,1929916.6666666667,1522554.57662257,3058415.0,198174.0,TCP_FIN,Virut,INFECTED,0.97486705,MALICIOUS
14535,147.32.84.160-212.117.171.138-4240-65500-6,147.32.84.160,4240,212.117.171.138,65500,TCP,15/08/2011 06:53:05 PM,52349817,91,55,2276.0,4131.0,422.0,0.0,25.01098901098901,67.76355862777484,1345.0,0.0,75.10909090909091,269.4334022521303,122.38820242676302,2.7889304751533324,361033.2206896552,2483991.449403963,27340758.0,5.0,52349817.0,581664.6333333333,3155776.1400691345,27500412.0,5.0,52208408.0,966822.3703703706,4039991.208197263,27340758.0,5536.0,0,0,0,0,1836,1108,1.738305981088721,1.0506244940646114,0.0,1345.0,43.58503401360543,174.02010762172551,30282.99785667693,1,3,0,84,144,0,0,0,0.0,43.88356164383562,25.01098901098901,75.10909090909091,0,0,0,3189,39,1005,0,15,0,28,64240,7504,54,20,1349932.3333333335,1428061.347754477,2948316.0,199690.0,TCP_FIN,Virut,INFECTED,0.990569,MALICIOUS
14539,147.32.84.160-212.117.171.138-4261-65500-6,147.32.84.160,4261,212.117.171.138,65500,TCP,15/08/2011 06:53:14 PM,43347660,87,58,2408.0,4225.0,422.0,0.0,27.67816091954023,69.23661725323876,1352.0,0.0,72.84482758620692,267.42231544382787,153.01864045256423,3.3450479218486078,301025.4166666667,1736295.2070305715,17238161.0,1.0,43347660.0,504042.5581395347,2246186.0850123004,17386275.0,1.0,43206436.0,758007.649122807,2731811.958813571,17238161.0,651.0,0,0,0,0,1756,1168,2.0070287531091644,1.338019168739443,0.0,1352.0,45.43150684931507,177.3690447483865,31459.77803495513,1,3,0,87,143,0,0,0,0.0,45.744827586206895,27.67816091954023,72.84482758620689,0,0,0,3302,41,1075,0,16,0,29,64240,7504,56,20,2061041.0,1754468.497914112,3605174.0,153237.0,TCP_FIN,Virut,INFECTED,0.9927515,MALICIOUS
14544,147.32.84.160-212.117.171.138-4310-65500-6,147.32.84.160,4310,212.117.171.138,65500,TCP,15/08/2011 06:53:45 PM,42449771,55,27,1822.0,1520.0,422.0,0.0,33.127272727272725,86.36701499682201,1285.0,0.0,56.29629629629631,245.86672669039072,78.72833990082067,1.9316947551966768,524071.2469135803,3395222.393965326,29977088.0,3.0,42449771.0,786106.8703703705,4150252.42282867,29999498.0,3.0,12450113.0,478850.5,1321743.6182597666,6539039.0,7146.0,0,0,0,0,1116,548,1.295648921168503,0.6360458340281742,0.0,1285.0,40.26506024096384,155.6212635431438,24217.97766676462,1,3,0,42,80,0,0,0,0.0,40.75609756097561,33.127272727272725,56.2962962962963,0,0,0,3186,35,1217,0,22,0,18,64240,7504,28,20,3072822.5,611776.7662673207,3505414.0,2640231.0,TCP_FIN,Virut,INFECTED,0.9809879,MALICIOUS
14549,147.32.84.160-212.117.171.138-4345-65500-6,147.32.84.160,4345,212.117.171.138,65500,TCP,15/08/2011 06:53:59 PM,43653930,51,27,1850.0,1414.0,422.0,0.0,36.27450980392157,89.0440516668851,1157.0,0.0,52.37037037037037,221.1143366169409,74.76990044195333,1.7867807090907966,566934.1558441559,3501849.470784166,29976782.0,7.0,43653930.0,873078.6,4333994.982080338,29999110.0,7.0,13653815.0,525146.730769231,1485759.8240854824,7510150.0,5657.0,0,0,0,0,1036,548,1.1682796944055207,0.6185010146852757,0.0,1157.0,41.31645569620253,146.49429360583207,21460.578059071733,1,3,0,45,76,0,0,0,0.0,41.84615384615385,36.27450980392157,52.37037037037037,0,0,0,3032,36,1340,0,23,0,18,64240,7504,30,20,3183105.0,3008616.3173688333,5310518.0,1055692.0,TCP_FIN,Virut,INFECTED,0.9713038,MALICIOUS
14553,147.32.84.160-212.117.171.138-4354-65500-6,147.32.84.160,4354,212.117.171.138,65500,TCP,15/08/2011 06:54:08 PM,42983125,81,49,2192.0,3954.0,422.0,0.0,27.06172839506172,71.56296976771793,1182.0,0.0,80.69387755102042,275.88004670520854,142.98634638593634,3.02444273188606,333202.51937984506,2446502.985737781,27233493.0,2.0,42983125.0,537289.0625000003,3121307.2645678506,27437410.0,2.0,42841740.0,892536.2500000001,3982792.269889456,27233493.0,5319.0,0,0,0,0,1636,988,1.8844604714059296,1.1399822604801302,0.0,1182.0,46.91603053435114,178.73504405072458,31946.21597181445,1,3,0,75,128,0,0,0,0.0,47.27692307692308,27.061728395061728,80.6938775510204,0,0,0,3059,35,1028,0,16,0,30,64240,7504,48,20,3466327.5,937160.4369116848,4129000.0,2803655.0,TCP_FIN,Virut,INFECTED,0.98169005,MALICIOUS
14557,147.32.84.160-212.117.171.138-4371-65500-6,147.32.84.160,4371,212.117.171.138,65500,TCP,15/08/2011 06:54:18 PM,33646448,87,54,2276.0,4180.0,422.0,0.0,26.1609195402299,69.10169007511786,1239.0,0.0,77.4074074074074,272.9605347463268,191.8776091907235,4.190635516711898,240331.7714285715,1473422.354356839,16182573.0,5.0,33646448.0,391237.76744186063,1889128.8251148905,16322703.0,5.0,33505559.0,632180.3584905663,2367750.902667276,16182573.0,4406.0,0,0,0,0,1756,1088,2.5857112762690435,1.6049242404428543,0.0,1239.0,45.464788732394354,177.63484187862986,31554.137049245837,1,3,0,84,139,0,0,0,0.0,45.7872340425532,26.160919540229884,77.4074074074074,0,0,0,3214,39,1060,0,16,0,29,64240,7504,54,20,4459383.5,6274542.4284504205,8896155.0,22612.0,TCP_FIN,Virut,INFECTED,0.9860715,MALICIOUS
14563,147.32.84.160-212.117.171.138-4420-65500-6,147.32.84.160,4420,212.117.171.138,65500,TCP,15/08/2011 06:54:40 PM,30086140,79,50,2220.0,4007.0,422.0,0.0,28.10126582278481,72.23778309215655,1199.0,0.0,80.14000000000001,275.0784682112895,206.9723799729709,4.287688616751767,235047.96874999997,1263711.2935148191,11848310.0,3.0,30086140.0,385719.7435897437,1631154.5998486036,12048335.0,3.0,29945142.0,611125.3469387755,2016777.9014305067,11848581.0,6838.0,0,0,0,0,1596,1008,2.625793804057284,1.6618948126944832,0.0,1199.0,47.90000000000001,180.43873533502256,32558.137209302327,1,3,0,78,127,0,0,0,0.0,48.27131782945737,28.10126582278481,80.14,0,0,0,2075,26,958,0,17,0,31,64240,7504,50,20,511693.0,691530.6330105703,1000679.0,22707.0,TCP_FIN,Virut,INFECTED,0.99387276,MALICIOUS
14567,147.32.84.160-212.117.171.138-4465-65500-6,147.32.84.160,4465,212.117.171.138,65500,TCP,15/08/2011 06:55:04 PM,37233567,91,53,2220.0,3915.0,422.0,0.0,24.3956043956044,67.9259202891698,1206.0,0.0,73.8679245283019,261.72894359034365,164.77067587964376,3.867477966857164,260374.59440559437,1372393.326397183,11535459.0,5.0,37233567.0,413706.3000000001,1729182.2058925373,11681425.0,5.0,37092325.0,713313.9423076923,2249869.6254731044,11535459.0,2695.0,0,0,0,0,1836,1068,2.44403121516668,1.423446751690484,0.0,1206.0,42.3103448275862,167.93552488154904,28202.340517241377,1,3,0,78,142,0,0,0,0.0,42.60416666666666,24.395604395604398,73.86792452830188,0,0,0,3043,35,1051,0,15,0,27,64240,7504,50,20,2377302.666666667,3263937.7164094807,6130174.0,200439.0,TCP_FIN,Virut,INFECTED,0.9910534,MALICIOUS
14571,147.32.84.160-212.117.171.138-4445-65500-6,147.32.84.160,4445,212.117.171.138,65500,TCP,15/08/2011 06:54:58 PM,43248337,87,58,2304.0,4453.0,422.0,0.0,26.482758620689648,69.01059272735303,1525.0,0.0,76.77586206896552,288.3035098522102,156.2372213294583,3.3527300714476027,300335.6736111111,2275139.537775029,26652298.0,6.0,43248337.0,502887.6395348837,2950652.268258305,26798592.0,6.0,43106352.0,756251.789473684,3596067.183917739,26652298.0,4387.0,0,0,0,0,1756,1168,2.0116380428685616,1.341092028579041,0.0,1525.0,46.28082191780822,190.05497364966533,36120.893008974985,1,3,0,87,143,0,0,0,0.0,46.6,26.48275862068965,76.77586206896552,0,0,0,3364,41,1028,0,15,0,30,64240,7504,56,20,3577691.5,889483.0550834007,4206651.0,2948732.0,TCP_FIN,Virut,INFECTED,0.9908613,MALICIOUS
14577,147.32.84.160-212.117.171.138-4472-65500-6,147.32.84.160,4472,212.117.171.138,65500,TCP,15/08/2011 06:55:11 PM,53184295,51,28,1850.0,1643.0,422.0,0.0,36.27450980392157,89.0440516668851,1368.0,0.0,58.67857142857143,256.9453110238497,65.67728311525048,1.4854009064141962,681849.9358974359,3688427.339059612,29975613.0,5.0,53184295.0,1063685.9,4582613.516042361,29998447.0,5.0,23186218.0,858748.814814815,2578044.301156776,10261795.0,4777.0,0,0,0,0,1036,568,0.958929699077519,0.5264712073366771,0.0,1368.0,43.662500000000016,166.49818060738565,27721.64414556961,1,3,0,45,77,0,0,0,0.0,44.21518987341772,36.27450980392157,58.67857142857143,0,0,0,3337,38,1097,0,23,0,20,64240,7504,30,20,1339157.6666666665,1526931.7649929,3062302.0,154165.0,TCP_FIN,Virut,INFECTED,0.98514557,MALICIOUS
14581,147.32.84.160-212.117.171.138-4480-65500-6,147.32.84.160,4480,212.117.171.138,65500,TCP,15/08/2011 06:55:23 PM,51488756,57,28,1822.0,1772.0,422.0,0.0,31.96491228070176,85.03338943200924,1524.0,0.0,63.28571428571429,286.5645628427365,69.80164756748056,1.6508458662314545,612961.380952381,3429561.947262509,29977073.0,6.0,51488756.0,919442.0714285716,4182692.77428504,29999492.0,6.0,21489148.0,795894.3703703703,1951760.3143992105,8222293.0,15839.0,0,0,0,0,1156,568,1.10703781617874,0.5438080500527144,0.0,1524.0,41.79069767441859,176.31269790307354,31086.16744186048,1,3,0,42,83,0,0,0,0.0,42.28235294117647,31.964912280701757,63.285714285714285,0,0,0,1719,17,1238,0,21,0,20,64240,7504,28,20,6744681.5,8121583.122655613,12487508.0,1001855.0,TCP_FIN,Virut,INFECTED,0.9595465,MALICIOUS
14586,147.32.84.160-212.117.171.138-4532-65500-6,147.32.84.160,4532,212.117.171.138,65500,TCP,15/08/2011 06:55:45 PM,38723033,95,56,2276.0,3673.0,422.0,0.0,23.95789473684211,66.49810680227426,1075.0,0.0,65.58928571428571,230.7058557625204,153.62949487970118,3.8994879352554848,258153.5533333331,1753168.447023204,20205094.0,4.0,38723033.0,411947.1595744679,2220876.548853373,20351217.0,4.0,38581557.0,701482.8545454545,2873180.4767821543,20205094.0,74.0,0,0,0,0,1916,1128,2.4533202241673577,1.4461677110881268,0.0,1075.0,39.13815789473686,150.1799824996795,22554.02714360404,1,3,0,84,149,0,0,0,0.0,39.397350993377486,23.957894736842107,65.58928571428571,0,0,0,2960,39,945,0,15,0,24,64240,7504,54,20,4234099.0,3726076.556045514,6868833.0,1599365.0,TCP_FIN,Virut,INFECTED,0.9843827,MALICIOUS
14590,147.32.84.160-212.117.171.138-4547-65500-6,147.32.84.160,4547,212.117.171.138,65500,TCP,15/08/2011 06:55:53 PM,30823438,87,57,2304.0,3909.0,422.0,0.0,26.482758620689665,69.01059272735303,1279.0,0.0,68.57894736842104,248.8020546659835,201.56739167123408,4.671769580018945,215548.51748251732,1198137.8022712483,12153876.0,2.0,30823438.0,358412.06976744183,1549048.8414521895,12304221.0,2.0,30681679.0,547887.1249999999,1898485.5325160536,12153876.0,1324.0,0,0,0,0,1756,1148,2.82252745459478,1.849242125424166,0.0,1279.0,42.84827586206895,165.3906289765436,27354.060153256705,1,3,0,87,142,0,0,0,0.0,43.145833333333336,26.48275862068965,68.57894736842105,0,0,0,3092,41,943,0,16,0,27,64240,7504,56,20,3858113.0,1981286.330827021,5259094.0,2457132.0,TCP_FIN,Virut,INFECTED,0.9929904,MALICIOUS
14597,147.32.84.160-212.117.171.138-4601-65500-6,147.32.84.160,4601,212.117.171.138,65500,TCP,15/08/2011 06:56:25 PM,43227914,53,29,1850.0,1416.0,422.0,0.0,34.905660377358515,87.59330501087736,1156.0,0.0,48.82758620689654,213.3292339764185,75.55303270012058,1.8969224376637743,533677.950617284,3430240.447875243,29977940.0,2.0,43227914.0,831306.0384615384,4270582.907379185,30000293.0,2.0,13227246.0,472401.6428571429,1535183.201747384,8112640.0,1278.0,0,0,0,0,1076,588,1.226059624343659,0.6708628133201153,0.0,1156.0,39.34939759036144,143.06901231999203,20468.74228621804,1,3,0,45,80,0,0,0,0.0,39.829268292682926,34.905660377358494,48.82758620689656,0,0,0,3110,38,1074,0,22,0,17,64240,7504,30,20,2668881.5,2925416.0121740806,4737463.0,600300.0,TCP_FIN,Virut,INFECTED,0.97535783,MALICIOUS
14601,147.32.84.160-212.117.171.138-4604-65500-6,147.32.84.160,4604,212.117.171.138,65500,TCP,15/08/2011 06:56:35 PM,37234902,79,49,2192.0,4192.0,422.0,0.0,27.746835443037966,72.34168716166116,1287.0,0.0,85.55102040816325,295.16097735137754,171.45204249496885,3.4376349372424837,293188.2047244094,1535898.5652034672,13413936.0,6.0,37234902.0,477370.5384615383,1959368.2917743863,13559793.0,6.0,37093384.0,772778.8333333335,2469124.774501034,13413936.0,2113.0,0,0,0,0,1596,988,2.121665312829345,1.315969624413138,0.0,1287.0,49.48837209302325,191.48833663401132,36667.78306686045,1,3,0,75,126,0,0,0,0.0,49.875,27.746835443037973,85.55102040816327,0,0,0,3178,35,1209,0,17,0,32,64240,7504,48,20,1781411.6666666667,1376116.59661612,2705438.0,199877.0,TCP_FIN,Virut,INFECTED,0.9916442,MALICIOUS
14605,147.32.84.160-212.117.171.138-4663-65500-6,147.32.84.160,4663,212.117.171.138,65500,TCP,15/08/2011 06:57:04 PM,26857886,87,54,2248.0,4267.0,422.0,0.0,25.839080459770127,69.19115307798312,1363.0,0.0,79.01851851851853,284.68748113456786,242.57307518544087,5.249854735402481,191842.04285714283,942077.7601837432,7189533.0,6.0,26857886.0,312301.0000000001,1208619.0810227622,7330657.0,6.0,26717119.0,504096.5849056602,1507582.844517577,7189533.0,3381.0,0,0,0,0,1756,1088,3.2392720707802543,2.010582664622227,0.0,1363.0,45.880281690140826,184.5745532507705,34067.765707721504,1,3,0,81,139,0,0,0,0.0,46.205673758865245,25.83908045977012,79.01851851851852,0,0,0,3243,38,1116,0,15,0,30,64240,7504,52,20,4647289.5,6540304.269518698,9271983.0,22596.0,TCP_FIN,Virut,INFECTED,0.99074507,MALICIOUS
14615,147.32.84.160-212.117.171.138-4701-65500-6,147.32.84.160,4701,212.117.171.138,65500,TCP,15/08/2011 06:57:20 PM,50991190,45,25,1794.0,1421.0,422.0,0.0,39.866666666666674,94.29706444866862,1217.0,0.0,56.84,242.00665968797912,63.05010728323853,1.3727861616879309,739002.7536231884,3893271.386142403,29978043.0,6.0,50991190.0,1158890.681818182,4849435.326176156,30000338.0,6.0,20990671.0,874611.2916666666,2624974.034706156,12242545.0,7785.0,0,0,0,0,916,508,0.8825053896565269,0.4902807720314038,0.0,1217.0,45.28169014084507,160.5156141135356,25765.262374245474,1,3,0,39,68,0,0,0,0.0,45.92857142857143,39.86666666666667,56.84,0,0,0,3059,32,1278,0,25,0,20,64240,7504,26,20,4488822.5,2933419.0467235497,6563063.0,2414582.0,TCP_FIN,Virut,INFECTED,0.9554537,MALICIOUS
14619,147.32.84.160-212.117.171.138-4711-65500-6,147.32.84.160,4711,212.117.171.138,65500,TCP,15/08/2011 06:57:28 PM,53229057,51,28,1822.0,1240.0,422.0,0.0,35.72549019607844,89.22624690781798,984.0,0.0,44.285714285714285,184.6710503175764,57.52497174616489,1.4841517857436402,682423.8076923079,3602412.1300954707,29976152.0,6.0,53229057.0,1064581.14,4476810.779785626,29999033.0,6.0,23229630.0,860356.6666666664,2181224.965164952,7924342.0,241.0,0,0,0,0,1036,568,0.9581233047205776,0.5260284810230623,0.0,984.0,38.27499999999999,129.34430306038692,16729.94873417722,1,3,0,42,77,0,0,0,0.0,38.75949367088607,35.72549019607843,44.285714285714285,0,0,0,2906,35,974,0,23,0,15,64240,7504,28,20,2633329.6666666665,2282584.7883367515,4706802.0,187435.0,TCP_FIN,Virut,INFECTED,0.96079785,MALICIOUS
14623,147.32.84.160-212.117.171.138-4728-65500-6,147.32.84.160,4728,212.117.171.138,65500,TCP,15/08/2011 06:57:42 PM,44966146,93,59,2332.0,3923.0,422.0,0.0,25.075268817204304,66.96076666992977,1209.0,0.0,66.4915254237288,241.2542208229202,139.1046499737825,3.380320830697832,297789.046357616,1803184.5874578536,18017520.0,3.0,44966146.0,488762.4565217392,2309385.5627558115,18153529.0,3.0,44824727.0,772840.1206896551,2884513.6857187995,18017520.0,1288.0,0,0,0,0,1876,1188,2.0682226135190684,1.3120982171787636,0.0,1209.0,40.88235294117647,159.19030076479265,25341.551857585146,1,3,0,90,150,0,0,0,0.0,41.151315789473685,25.0752688172043,66.49152542372882,0,0,0,2075,28,1058,0,15,0,25,64240,7504,58,20,5154872.0,3466425.531780252,7606005.0,2703739.0,TCP_FIN,Virut,INFECTED,0.98436743,MALICIOUS
14629,147.32.84.160-212.117.171.138-4785-65500-6,147.32.84.160,4785,212.117.171.138,65500,TCP,15/08/2011 06:58:05 PM,55955836,87,59,2304.0,4158.0,422.0,0.0,26.482758620689665,69.01059272735307,1417.0,0.0,70.47457627118644,262.27311087360323,115.48393272151272,2.6092005845467128,385902.3172413792,2256024.0815556617,22609609.0,3.0,55955836.0,650649.2558139538,2932010.961223974,22808785.0,3.0,55813887.0,962308.3965517238,3524719.984964429,22609924.0,10.0,0,0,0,0,1756,1188,1.5547976085997537,1.0544029759469593,0.0,1417.0,43.959183673469376,174.96014722541037,30611.053117137268,1,3,0,87,144,0,0,0,0.0,44.26027397260274,26.48275862068965,70.47457627118644,0,0,0,3179,40,968,0,15,0,28,64240,7504,56,20,2587847.333333333,2263257.146273559,4304474.0,23009.0,TCP_FIN,Virut,INFECTED,0.990418,MALICIOUS
14633,147.32.84.160-212.117.171.138-4819-65500-6,147.32.84.160,4819,212.117.171.138,65500,TCP,15/08/2011 06:58:33 PM,28978251,87,52,2192.0,4279.0,422.0,0.0,25.19540229885058,69.36520122803681,1460.0,0.0,82.28846153846153,297.0609851257167,223.30540238608603,4.796700808478745,209987.3260869565,969424.7284329964,8311917.0,6.0,28978251.0,336956.4069767442,1229336.6800384514,8311917.0,6.0,28837453.0,565440.2549019607,1581475.364349642,8512362.0,10.0,0,0,0,0,1756,1048,3.002251585162956,1.7944492233157894,0.0,1460.0,46.22142857142857,190.0878277831745,36133.382271325805,1,3,0,75,137,0,0,0,0.0,46.55395683453237,25.19540229885057,82.28846153846153,0,0,0,2147,23,1240,0,15,0,30,64240,7504,48,20,4499248.0,3029293.5338642905,6641282.0,2357214.0,TCP_FIN,Virut,INFECTED,0.9922357,MALICIOUS
14657,147.32.84.160-212.117.171.138-4881-65500-6,147.32.84.160,4881,212.117.171.138,65500,TCP,15/08/2011 06:59:09 PM,44762395,51,27,1850.0,1376.0,422.0,0.0,36.27450980392157,89.04405166688511,1110.0,0.0,50.96296296296297,212.0329222407693,72.06942345243145,1.7425341070333704,581329.8051948051,3564771.754439549,29975796.0,3.0,44762395.0,895247.8999999999,4411376.567336551,29998300.0,3.0,14763580.0,567830.0000000002,1895395.8930347825,9755851.0,5615.0,0,0,0,0,1036,548,1.139349223829511,0.603184883203859,0.0,1110.0,40.83544303797468,141.91216409254494,20139.0623174294,1,3,0,45,76,0,0,0,0.0,41.35897435897436,36.27450980392157,50.96296296296296,0,0,0,3070,38,1148,0,23,0,17,64240,7504,30,20,2626881.0,98580.58479234134,2696588.0,2557174.0,TCP_FIN,Virut,INFECTED,0.97504777,MALICIOUS
14661,147.32.84.160-212.117.171.138-4888-65500-6,147.32.84.160,4888,212.117.171.138,65500,TCP,15/08/2011 06:59:17 PM,47515396,51,30,1850.0,1551.0,422.0,0.0,36.27450980392156,89.04405166688511,1291.0,0.0,51.7,234.3938845265556,71.57680007549553,1.7047106163231809,593942.45,3455480.669801316,29976999.0,1.0,47515396.0,950307.9199999998,4354294.802155312,29999606.0,1.0,17515902.0,603996.6206896551,1540747.0822263556,6856878.0,6009.0,0,0,0,0,1036,608,1.073336313981262,0.6313743023419188,0.0,1291.0,41.47560975609756,156.97575700298643,24641.388286660644,1,3,0,45,79,0,0,0,0.0,41.98765432098765,36.27450980392157,51.7,0,0,0,3245,38,1146,0,22,0,19,64240,7504,30,20,5440827.0,1888446.038884352,6776160.0,4105494.0,TCP_FIN,Virut,INFECTED,0.96400225,MALICIOUS
14665,147.32.84.160-212.117.171.138-4962-65500-6,147.32.84.160,4962,212.117.171.138,65500,TCP,15/08/2011 06:59:52 PM,20331361,29,10,8484.0,970.0,1460.0,0.0,292.5517241379311,563.3665126595712,629.0,0.0,97.0,199.3060181953593,464.995924276786,1.9182188541140948,535035.8157894736,1943045.2593530104,10024591.0,5.0,20331361.0,726120.0357142857,2249681.65421386,10024591.0,5.0,20142761.0,2238084.555555556,3746804.848325541,10226405.0,13929.0,0,0,0,0,596,208,1.4263678658797116,0.4918509882343833,0.0,1460.0,236.35,495.77298102856383,245790.84871794877,1,3,0,16,37,0,0,0,0.0,242.4102564102564,292.55172413793105,97.0,0,0,0,9436,15,11901,0,217,0,24,64240,11680,14,20,1402025.5,1699869.852730055,2604015.0,200036.0,TCP_FIN,Virut,INFECTED,0.9852123,MALICIOUS
14669,147.32.84.160-212.117.171.138-4989-65500-6,147.32.84.160,4989,212.117.171.138,65500,TCP,15/08/2011 07:00:13 PM,16924574,27,10,7396.0,1018.0,1460.0,0.0,273.9259259259259,531.592377522906,677.0,0.0,101.8,213.6070119531556,497.1469296657039,2.186170239794514,470127.05555555545,1716090.1540753285,8712817.0,4.0,16924574.0,650945.1538461536,2003699.0483437716,8712817.0,4.0,16735578.0,1859508.6666666667,3274959.214688329,8913050.0,13888.0,0,0,0,0,556,208,1.5953134182284292,0.5908568215660849,0.0,1460.0,221.42105263157893,465.7036310543868,216879.87197724043,1,3,0,16,35,0,0,0,0.0,227.40540540540545,273.9259259259259,101.8,0,0,0,8396,15,10613,0,199,0,27,64240,11680,14,20,801191.0,850076.7012746555,1402286.0,200096.0,TCP_FIN,Virut,INFECTED,0.98661625,MALICIOUS
14681,147.32.84.160-212.117.171.138-1057-65500-6,147.32.84.160,1057,212.117.171.138,65500,TCP,15/08/2011 07:00:35 PM,18482944,31,10,8548.0,1354.0,1460.0,0.0,275.741935483871,552.7476197893534,1013.0,0.0,135.39999999999998,316.0155411086964,535.7371639496392,2.218261333259464,462073.5999999999,1689575.9020641958,8559255.0,6.0,18482944.0,616098.1333333337,1940163.867636509,8559255.0,6.0,18293367.0,2032596.3333333333,3320485.3322202764,8759900.0,14217.0,0,0,0,0,636,208,1.6772219836839846,0.541039349575479,0.0,1460.0,235.7619047619048,500.500959260493,250501.2102206737,1,3,0,16,39,0,0,0,0.0,241.5121951219512,275.741935483871,135.4,0,0,0,9884,15,12456,0,208,0,33,64240,11680,14,20,1328483.5,1662031.154655201,2503717.0,153250.0,TCP_FIN,Virut,INFECTED,0.98934937,MALICIOUS
14689,147.32.84.160-212.117.171.138-1095-65500-6,147.32.84.160,1095,212.117.171.138,65500,TCP,15/08/2011 07:01:06 PM,22285936,31,10,7044.0,1066.0,1460.0,0.0,227.2258064516129,496.0040799346593,725.0,0.0,106.6,228.02153894363184,363.9066360057751,1.839725286835608,557148.4,1910037.7066522604,8175405.0,7.0,22285936.0,742864.5333333334,2190835.423209756,8175405.0,7.0,22097052.0,2455227.9999999995,3657890.857978816,8375108.0,13893.0,0,0,0,0,636,208,1.3910118022415572,0.4487134845940507,0.0,1460.0,193.09523809523805,441.6365799582945,195042.86875725904,1,3,0,16,39,0,0,0,0.0,197.8048780487805,227.2258064516129,106.6,0,0,0,8092,15,10226,0,171,0,26,64240,11680,14,20,2603306.0,3399229.174364094,5006924.0,199688.0,TCP_FIN,Virut,INFECTED,0.9877929,MALICIOUS
