,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
11263,5828,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,416.2857142857143,627.1421662616035,2403.0,8.0,5828.0,582.8,708.0029504018876,2403.0,8.0,5530.0,1843.3333333333333,1901.4316536056017,3837.0,50.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,492142,0,153,0,17,64240,63210,6,20
11265,5886,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,420.4285714285714,624.3460226861031,2400.0,37.0,5886.0,588.6,700.3656505315238,2400.0,39.0,5524.0,1841.3333333333333,1909.5078772640168,3841.0,37.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,491295,0,153,0,17,64240,63210,6,20
11269,181400,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,12957.14285714286,45059.21662034928,169220.0,8.0,181400.0,18140.0,53381.5932404503,169770.0,8.0,180830.0,60276.66666666666,94483.33783971294,169220.0,744.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,15298,0,156,0,28,64240,63190,6,20
11271,16973,11,4,2304,420,848.0,0.0,209.45454545454544,324.3665715317667,388.0,0.0,105.0,189.26876833399288,1212.357142857143,3104.737090495571,11654.0,10.0,16973.0,1697.3000000000002,4640.181894183795,14862.0,10.0,16406.0,5468.666666666667,5848.303885173319,12147.0,1262.0,0,0,0,0,236,88,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,209.45454545454547,105.0,0,0,0,2724,8,170186,0,153,0,28,64240,63208,6,20
11275,15967,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1140.5000000000002,3018.2571320854386,11361.0,9.0,15967.0,1596.7,4418.621706922747,14142.0,9.0,15473.0,5157.666666666667,5731.697508882803,11724.0,1157.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,182926,0,156,0,28,64240,63190,6,20
11277,17195,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,1228.2142857142856,3483.012736092164,13196.0,9.0,14881.0,1653.4444444444446,4394.847696766951,13336.0,9.0,3989.0,997.25,789.3353216472705,1935.0,86.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,797687,0,156,0,28,64240,63190,6,20
11281,17060,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1218.571428571429,3529.0808939501453,13399.0,9.0,17060.0,1706.0,4274.879543462144,13676.0,9.0,16549.0,5516.333333333334,7167.920851497548,13793.0,1337.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,170749,0,156,0,28,64240,63190,6,20
11283,18076,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1291.142857142857,3443.456310545752,12960.0,8.0,18076.0,1807.6,5024.33878900166,16073.0,8.0,17510.0,5836.666666666667,6539.472787108555,13329.0,1276.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,161224,0,156,0,28,64240,63190,6,20
11287,17344,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1238.857142857143,3956.339991945603,14965.0,8.0,17344.0,1734.4,4853.152565314862,15517.0,8.0,16789.0,5596.333333333333,8116.819594726331,14965.0,680.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,167832,0,156,0,28,64240,63190,6,20
11289,13412,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,958.0,2443.7995007774266,9294.0,8.0,11005.0,1222.777777777778,3098.380334052688,9430.0,8.0,4106.0,1026.5,698.0623181349929,1596.0,11.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,755543,0,156,0,28,64240,63190,6,20
11291,4593,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,328.07142857142856,483.1135340819866,1748.0,8.0,4593.0,459.3,819.7582367177939,2582.0,8.0,4067.0,1355.6666666666667,359.514023834027,1748.0,1042.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,745205,0,153,0,28,64240,63210,6,20
11295,26475,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,1891.071428571429,4160.441590177024,12935.0,8.0,26475.0,2647.4999999999995,4915.952789982155,13062.0,8.0,13343.0,4447.666666666667,5340.58670310045,10593.0,930.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,209908,0,153,0,28,64240,63210,6,20
11402,2955,10,5,2340,268,848.0,0.0,234.0,333.5092868938501,236.0,0.0,53.6,102.9018950262822,211.07142857142856,257.2512881886605,779.0,5.0,1746.0,193.99999999999997,332.1881996700063,1003.0,5.0,2694.0,673.5,422.08174563702704,1115.0,101.0,0,0,0,0,216,108,0.0,848.0,163.0,280.5033570803268,78682.13333333333,1,3,0,8,13,0,0,0,0.0,173.86666666666667,234.0,53.6,0,0,0,2608,8,1170031,0,156,0,17,64240,63190,6,20
11404,2363,10,5,2304,268,848.0,0.0,230.4,333.9791077963477,236.0,0.0,53.6,102.9018950262822,168.7857142857143,177.11629320500506,613.0,5.0,1672.0,185.7777777777778,311.4072003734732,930.0,5.0,2094.0,523.5,409.2582721623759,976.0,85.0,0,0,0,0,216,108,0.0,848.0,160.75,280.23692357241816,78532.73333333334,1,3,0,8,13,0,0,0,0.0,171.46666666666667,230.4,53.6,0,0,0,2572,8,1555958,0,153,0,17,64240,63208,6,20
11411,5877,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,419.7857142857143,651.8331757520393,2526.0,8.0,5877.0,587.7,743.015634649321,2526.0,8.0,5502.0,1834.0,1964.4574314553115,3925.0,27.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,509374,0,156,0,17,64240,63190,6,20
11413,6125,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,437.5,666.3277952848963,2575.0,9.0,6125.0,612.5,756.6937219832664,2575.0,9.0,5703.0,1901.0,2040.0448524481023,4063.0,10.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,486476,0,156,0,17,64240,63190,6,20
11425,5746,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,410.4285714285714,634.1029659515649,2431.0,8.0,5746.0,574.6,718.4853203479912,2431.0,8.0,5329.0,1776.3333333333337,2021.9202094378832,3991.0,29.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,514732,0,153,0,17,64240,63210,6,20
11427,5813,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,415.2142857142857,625.1887319437632,2404.0,7.0,5813.0,581.3000000000001,709.0748354174066,2404.0,7.0,5422.0,1807.3333333333333,1913.0270079989289,3816.0,7.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,505910,0,153,0,17,64240,63210,6,20
11468,70650615,13,2,162,403,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,5046472.5,15870018.667412348,59866547.0,7.0,70650615.0,5887551.25,17095565.67449971,59866547.0,7.0,424648.0,424648.0,0.0,424648.0,424648.0,0,0,0,0,308,48,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20
11480,70090772,13,2,162,403,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,5006483.714285715,15884302.394900795,59876581.0,7.0,70090772.0,5840897.666666666,17113694.11084849,59876581.0,7.0,418830.0,418830.0,0.0,418830.0,418830.0,0,0,0,0,308,48,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20
11517,69789484,13,2,162,403,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,4984963.142857143,15878506.966431824,59836582.0,7.0,69789484.0,5815790.333333333,17108777.753052093,59836582.0,7.0,431389.0,431389.0,0.0,431389.0,431389.0,0,0,0,0,308,48,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20
11521,2811,10,5,2340,268,848.0,0.0,234.0,333.5092868938501,236.0,0.0,53.6,102.9018950262822,200.78571428571428,216.51973744510383,713.0,6.0,1653.0,183.66666666666663,285.8907133853774,839.0,6.0,2565.0,641.25,354.35234348503093,1018.0,163.0,0,0,0,0,216,108,0.0,848.0,163.0,280.5033570803268,78682.13333333333,1,3,0,8,13,0,0,0,0.0,173.86666666666667,234.0,53.6,0,0,0,2608,8,1335381,0,156,0,17,64240,63190,6,20
11523,2251,10,5,2304,268,848.0,0.0,230.4,333.9791077963477,236.0,0.0,53.6,102.9018950262822,160.78571428571425,168.79991732199423,608.0,6.0,1591.0,176.77777777777777,287.695923579818,853.0,6.0,1997.0,499.25,398.3393653657645,982.0,101.0,0,0,0,0,216,108,0.0,848.0,160.75,280.23692357241816,78532.73333333334,1,3,0,8,13,0,0,0,0.0,171.46666666666667,230.4,53.6,0,0,0,2572,8,1682145,0,153,0,17,64240,63208,6,20
11528,6040,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,431.4285714285714,658.3248805503621,2580.0,9.0,6040.0,604.0,755.3584873716879,2580.0,9.0,5603.0,1867.6666666666663,1995.805685264308,3983.0,18.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,502601,0,156,0,17,64240,63190,6,20
11534,5942,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,424.4285714285714,651.4474669517123,2560.0,7.0,5942.0,594.2,752.6257443850237,2560.0,12.0,5556.0,1852.0,2037.640547299744,4039.0,7.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,507097,0,156,0,17,64240,63190,6,20
11542,5992,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,428.0,651.103205809482,2512.0,8.0,5992.0,599.2,739.3612558598581,2512.0,8.0,5605.0,1868.3333333333333,2020.4755215872656,4021.0,13.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,499712,0,156,0,17,64240,63190,6,20
11544,5870,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,419.2857142857143,625.3912533608219,2433.0,8.0,5870.0,587.0,717.8621037497383,2433.0,8.0,5471.0,1823.6666666666663,1876.5879497996712,3790.0,52.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,503628,0,153,0,17,64240,63210,6,20
11553,44590,11,4,2304,420,848.0,0.0,209.45454545454544,324.3665715317667,388.0,0.0,105.0,189.26876833399288,3185.0,6269.704188826186,18883.0,4.0,44590.0,4459.0,10106.666259894451,30827.0,4.0,44014.0,14671.333333333334,4071.263481197616,19309.0,11686.0,0,0,0,0,236,88,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,209.45454545454547,105.0,0,0,0,2724,8,62428,0,153,0,28,64240,63208,6,20
11555,41978,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,2998.428571428572,10335.74926549212,38893.0,7.0,41978.0,4197.8,12440.117780792914,39579.0,7.0,41313.0,13771.0,21759.556337388865,38893.0,833.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,66495,0,153,0,28,64240,63210,6,20
11557,39036,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,2788.285714285714,7228.840160491452,26678.0,6.0,39036.0,3903.6,8827.623440088504,27002.0,6.0,38433.0,12811.0,12734.79646480461,27076.0,2587.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,72547,0,156,0,28,64240,63190,6,20
11559,26421,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1887.2142857142856,6256.247980755183,23605.0,7.0,26421.0,2642.1,7610.603151013868,24273.0,7.0,25747.0,8582.333333333332,13013.287414536471,23605.0,779.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,108798,0,156,0,28,64240,63190,6,20
11561,15914,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1136.7142857142856,3511.6270703647733,13312.0,7.0,15914.0,1591.4,4331.45118612432,13879.0,7.0,15339.0,5113.0,7102.9649443031885,13312.0,828.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,184454,0,156,0,28,64240,63190,6,20
11563,9307,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,664.7857142857142,1392.7698566620306,5155.0,7.0,6894.0,766.0,1752.0889674899502,5322.0,7.0,4144.0,1036.0,765.4079522276558,1911.0,119.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,762430,0,156,0,28,64240,63190,6,20
11565,3902,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,278.7142857142857,436.23219444755273,1584.0,6.0,1878.0,208.66666666666663,353.6562596646637,1041.0,6.0,3538.0,884.5,654.4771450045703,1584.0,51.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,881226,0,156,0,28,64240,63190,6,20
11568,26110,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1865.0,3603.17462588415,10247.0,9.0,26110.0,2611.0,6387.492535329407,20663.0,9.0,25625.0,8541.666666666666,6301.70685872751,13835.0,1571.0,0,0,0,0,236,88,0.0,848.0,172.50000000000003,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,109185,0,156,0,28,64240,63190,6,20
11570,36178,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,2584.142857142857,6182.454726042111,18520.0,7.0,36178.0,3617.8,7416.070834493305,19117.0,7.0,35572.0,11857.333333333334,9574.874742435712,18520.0,885.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,78580,0,156,0,28,64240,63190,6,20
11574,4092,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,292.2857142857143,429.98648074837615,1500.0,7.0,2141.0,237.88888888888889,401.42634581092346,1191.0,7.0,3656.0,914.0,639.1822901176158,1500.0,75.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,847880,0,153,0,28,64240,63210,6,20
11576,4239,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,302.7857142857143,442.71768718840514,1594.0,7.0,4239.0,423.9,701.555327666876,2092.0,7.0,3789.0,1263.0,364.1030074031249,1594.0,873.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,806164,0,153,0,28,64240,63210,6,20
11677,206995,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,14785.357142857143,37509.57291680484,132255.0,9.0,206995.0,20699.5,47685.95239748867,144929.0,9.0,206470.0,68823.33333333333,60009.35029087828,132255.0,12953.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,13393,0,156,0,28,64240,63190,6,20
11681,4187,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,299.07142857142856,456.5488371021666,1643.0,8.0,4187.0,418.7000000000001,707.3700980077936,2135.0,8.0,3683.0,1227.6666666666667,476.1515865072103,1643.0,708.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,825994,0,153,0,28,64240,63210,6,20
11683,4186,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,299.0,472.40057969090986,1792.0,8.0,4186.0,418.6,726.1463274636104,2285.0,8.0,3590.0,1196.6666666666667,546.7543628845895,1792.0,717.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,859545,0,156,0,28,64240,63190,6,20
11685,29084,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,2077.428571428571,4708.458586813339,16042.0,8.0,29084.0,2908.4,5572.468357918239,16203.0,8.0,12809.0,4269.666666666667,4842.300727271421,9854.0,1234.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,223699,0,156,0,28,64240,63190,6,20
11687,4030,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,287.8571428571429,370.6810482887405,1260.0,8.0,4030.0,403.0,687.9216686674597,2145.0,8.0,3516.0,1172.0,82.27393268830657,1260.0,1097.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,888316,0,156,0,28,64240,63190,6,20
11689,50667,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,3619.071428571429,7058.277960220627,20419.0,8.0,50667.0,5066.7,10265.127168666197,27898.0,8.0,30021.0,10007.0,8063.594173816041,18048.0,1921.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,93438,0,156,0,28,64240,63190,6,20
11695,4006,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,286.1428571428572,454.962696212618,1687.0,7.0,1915.0,212.7777777777777,356.99046828234003,1076.0,7.0,3684.0,921.0,681.794201598498,1687.0,79.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,859277,0,156,0,28,64240,63190,6,20
11698,32622,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,2330.1428571428573,7621.536952379324,28770.0,10.0,32622.0,3262.2000000000007,9127.740450589805,29146.0,10.0,32077.0,10692.333333333332,16015.350022192251,29185.0,1360.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,87143,0,156,0,28,64240,63190,6,20
11700,13458,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,961.2857142857144,2415.1955305004712,9217.0,9.0,11188.0,1243.111111111111,3077.9752453700976,9368.0,9.0,4229.0,1057.25,618.655733560004,1565.0,163.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,752836,0,153,0,28,64240,63210,6,20
11702,18799,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,1342.7857142857142,3003.308308632881,9880.0,8.0,18799.0,1879.9,5220.522822902362,16702.0,8.0,18202.0,6067.333333333333,4484.285933494131,10255.0,1336.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,152920,0,153,0,28,64240,63210,6,20
11704,4222,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,301.57142857142856,382.3680696126975,1179.0,9.0,2382.0,264.6666666666667,466.15957568197615,1425.0,9.0,3914.0,978.5,654.8244039435305,1690.0,127.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,828006,0,153,0,28,64240,63210,6,20
11719,73935505,13,2,162,403,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,5281107.5,15818152.770069769,59865940.0,7.0,73935505.0,6161292.083333333,17025957.64660818,59865940.0,7.0,3719044.0,3719044.0,0.0,3719044.0,3719044.0,0,0,0,0,308,48,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20
11793,13805,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,986.0714285714288,2840.583213797036,10785.0,7.0,13805.0,1380.5,3562.630122379938,11428.0,7.0,13223.0,4407.666666666666,5546.522003321841,10785.0,708.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,215171,0,156,0,28,64240,63190,6,20
11795,4973,10,5,2304,420,848.0,0.0,230.4,333.9791077963477,388.0,0.0,83.99999999999999,170.5051318875769,355.2142857142857,595.6293605631233,2195.0,8.0,2234.0,248.22222222222223,437.7892694487206,1315.0,8.0,4608.0,1152.0,872.7080458740675,2195.0,193.0,0,0,0,0,216,108,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,230.4,84.0,0,0,0,2724,8,682023,0,153,0,28,64240,63208,6,20
11797,4025,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,287.50000000000006,436.8181719944986,1618.0,7.0,4025.0,402.5,707.106191930651,2183.0,7.0,3529.0,1176.3333333333333,444.01839301242165,1618.0,730.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,864864,0,153,0,28,64240,63210,6,20
